"molecule"	"famille"
"CILAZAPRIL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"CILAZAPRIL"	"HYPERKALIEMIANTS"
"CILAZAPRIL"	"INHIBITEURS DE L'ENZYME DE CONVERSION"
"CILAZAPRIL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"CIMETIDINE"	"ANTISECRETOIRES ANTIHISTAMINIQUES H2"
"CIPROFIBRATE"	"FIBRATES"
"CIPROFIBRATE"	"FIBRATES (SAUF GEMFIBROZIL)"
"CIPROFLOXACINE"	"FLUOROQUINOLONES"
"CISAPRIDE"	"AUTRES MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"CISAPRIDE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"CISAPRIDE"	"SUBSTRATS A RISQUE DU CYP3A4"
"CISAPRIDE"	"TORSADOGENES (SAUF ANTIPARASITAIRES, NEUROLEPTIQUES, METHADONE)"
"CISATRACURIUM"	"CURARES"
"CISATRACURIUM"	"CURARES NON DEPOLARISANTS"
"CISPLATINE"	"CYTOTOXIQUES"
"CISPLATINE"	"MEDICAMENTS NEPHROTOXIQUES"
"CISPLATINE"	"ORGANOPLATINES"
"CITALOPRAM"	"HYPONATREMIANTS"
"CITALOPRAM"	"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"CITALOPRAM"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"CLADRIBINE"	"CYTOTOXIQUES"
"CLARITHROMYCINE"	"INHIBITEURS PUISSANTS DU CYP3A4"
"CLARITHROMYCINE"	"MACROLIDES (SAUF SPIRAMYCINE)"
"CLIDINIUM"	"MEDICAMENTS ATROPINIQUES"
"CLINDAMYCINE"	"LINCOSANIDES"
"CLOBAZAM"	"BENZODIAZEPINES ET APPARENTES"
"CLOBAZAM"	"MEDICAMENTS SEDATIFS"
"CLOCINIZINE"	"MEDICAMENTS SEDATIFS"
"CLOFIBRATE"	"FIBRATES"
"CLOFIBRATE"	"FIBRATES (SAUF GEMFIBROZIL)"
"CLOMIPRAMINE"	"ANTIDEPRESSEURS IMIPRAMINIQUES"
"CLOMIPRAMINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"CLOMIPRAMINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"CLOMIPRAMINE"	"MEDICAMENTS ATROPINIQUES"
"CLOMIPRAMINE"	"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES"
"CLONAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"CLONAZEPAM"	"MEDICAMENTS SEDATIFS"
"CLONIDINE"	"ANTIHYPERTENSEURS"
"CLONIDINE"	"ANTIHYPERTENSEURS CENTRAUX"
"CLONIDINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"CLONIDINE"	"BRADYCARDISANTS"
"CLONIDINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"CLONIDINE"	"MEDICAMENTS SEDATIFS"
"CLOPAMIDE"	"ANTIHYPERTENSEURS"
"CLOPAMIDE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"CLOPAMIDE"	"DIURETIQUES"
"CLOPAMIDE"	"DIURETIQUES HYPOKALIEMIANTS"
"CLOPAMIDE"	"DIURETIQUES THIAZIDIQUES ET APPARENTES"
"CLOPAMIDE"	"HYPOKALIEMIANTS"
"CLOPAMIDE"	"HYPONATREMIANTS"
"CLOPAMIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"CLOPIDOGREL"	"ANTIAGREGANTS PLAQUETTAIRES"
"CLORAZEPATE"	"BENZODIAZEPINES ET APPARENTES"
"CLORAZEPATE"	"MEDICAMENTS SEDATIFS"
"CLOTIAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"CLOTIAZEPAM"	"MEDICAMENTS SEDATIFS"
"CLOXACILLINE"	"PENICILLINES"
"CLOXAZOLAM"	"BENZODIAZEPINES ET APPARENTES"
"CLOXAZOLAM"	"MEDICAMENTS SEDATIFS"
"CLOZAPINE"	"MEDICAMENTS A RISQUE LORS DU SEVRAGE TABAGIQUE"
"CLOZAPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"CLOZAPINE"	"MEDICAMENTS ATROPINIQUES"
"CLOZAPINE"	"MEDICAMENTS SEDATIFS"
"CLOZAPINE"	"NEUROLEPTIQUES"
"CODEINE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"CODEINE"	"ANALGESIQUES MORPHINIQUES DE PALIER II"
"CODEINE"	"ANTITUSSIFS MORPHINIQUES VRAIS"
"CODEINE"	"MEDICAMENTS SEDATIFS"
"CODEINE"	"MORPHINIQUES"
"CORTISONE"	"GLUCOCORTICOIDES (SAUF HYDROCORTISONE EN TRAITEMENT SUBSTITUTIF)"
"CORTISONE"	"HYPOKALIEMIANTS"
"CORTIVAZOL"	"GLUCOCORTICOIDES (SAUF HYDROCORTISONE EN TRAITEMENT SUBSTITUTIF)"
"CORTIVAZOL"	"HYPOKALIEMIANTS"
"CYAMEMAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"CYAMEMAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"CYAMEMAZINE"	"MEDICAMENTS ATROPINIQUES"
"CYAMEMAZINE"	"MEDICAMENTS SEDATIFS"
"CYAMEMAZINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"CYAMEMAZINE"	"NEUROLEPTIQUES"
"CYAMEMAZINE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"CYAMEMAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"CYAMEMAZINE"	"NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"CYCLIZINE"	"MEDICAMENTS SEDATIFS"
"CYCLOBARBITAL"	"BARBITURIQUES"
"CYCLOBARBITAL"	"MEDICAMENTS SEDATIFS"
"CYCLOPENTOLATE"	"MEDICAMENTS ATROPINIQUES"
"CYCLOPHOSPHAMIDE"	"CYTOTOXIQUES"
"CYCLOTHIAZIDE"	"ANTIHYPERTENSEURS"
"CYCLOTHIAZIDE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"CYCLOTHIAZIDE"	"DIURETIQUES"
"CYCLOTHIAZIDE"	"DIURETIQUES HYPOKALIEMIANTS"
"CYCLOTHIAZIDE"	"DIURETIQUES THIAZIDIQUES ET APPARENTES"
"CYCLOTHIAZIDE"	"HYPOKALIEMIANTS"
"CYCLOTHIAZIDE"	"HYPONATREMIANTS"
"CYCLOTHIAZIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"CYPROHEPTADINE"	"MEDICAMENTS ATROPINIQUES"
"CYPROHEPTADINE"	"MEDICAMENTS SEDATIFS"
"CYPROTERONE"	"PROGESTATIFS CONTRACEPTIFS"
"CYTARABINE"	"CYTOTOXIQUES"
"DACARBAZINE"	"CYTOTOXIQUES"
"DACTINOMYCINE"	"CYTOTOXIQUES"
"DALTEPARINE SODIQUE"	"HEPARINES"
"DALTEPARINE SODIQUE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)"
"DALTEPARINE SODIQUE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)"
"DALTEPARINE SODIQUE"	"HYPERKALIEMIANTS"
"DANAPAROIDE SODIQUE"	"HEPARINES"
"DANAPAROIDE SODIQUE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)"
"DANAPAROIDE SODIQUE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)"
"DANAPAROIDE SODIQUE"	"HYPERKALIEMIANTS"
"DARIFENACINE"	"MEDICAMENTS ATROPINIQUES"
"DARUNAVIR"	"INHIBITEURS DE PROTEASE"
"DAUNORUBICINE"	"CYTOTOXIQUES"
"DELORAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"DELORAZEPAM"	"MEDICAMENTS SEDATIFS"
"DESFLURANE"	"ANESTHESIQUES VOLATILS HALOGENES"
"DESIPRAMINE"	"ANTIDEPRESSEURS IMIPRAMINIQUES"
"DESIPRAMINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"DESIPRAMINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"DESIPRAMINE"	"MEDICAMENTS ATROPINIQUES"
"DESIRUDINE"	"HEPARINES"
"DESIRUDINE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)"
"DESIRUDINE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)"
"DESIRUDINE"	"HYPERKALIEMIANTS"
"DESLANOSIDE"	"BRADYCARDISANTS"
"DESLANOSIDE"	"DIGITALIQUES"
"DESMOPRESSINE"	"HYPONATREMIANTS"
"DESOGESTREL"	"PROGESTATIFS CONTRACEPTIFS"
"DESOXYCORTONE"	"MINERALOCORTICOIDES"
"DEXAMETHASONE"	"GLUCOCORTICOIDES (SAUF HYDROCORTISONE EN TRAITEMENT SUBSTITUTIF)"
"DEXAMETHASONE"	"HYPOKALIEMIANTS"
"DEXCHLORPHENIRAMINE"	"MEDICAMENTS ATROPINIQUES"
"DEXCHLORPHENIRAMINE"	"MEDICAMENTS SEDATIFS"
"DEXKETOPROFENE TROMETAMOL"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"DEXKETOPROFENE TROMETAMOL"	"HYPERKALIEMIANTS"
"DEXTRAN"	"DEXTRAN 40"
"DEXTROMETHORPHANE"	"ANTITUSSIFS MORPHINE-LIKE"
"DEXTROMETHORPHANE"	"MEDICAMENTS SEDATIFS"
"DEXTROMETHORPHANE"	"MORPHINIQUES"
"DEXTROMORAMIDE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"DEXTROMORAMIDE"	"ANALGESIQUES MORPHINIQUES DE PALIER III"
"DEXTROMORAMIDE"	"MEDICAMENTS SEDATIFS"
"DEXTROMORAMIDE"	"MORPHINIQUES"
"DEXTROPROPOXYPHENE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"DEXTROPROPOXYPHENE"	"ANALGESIQUES MORPHINIQUES DE PALIER II"
"DEXTROPROPOXYPHENE"	"MEDICAMENTS SEDATIFS"
"DEXTROPROPOXYPHENE"	"MORPHINIQUES"
"DI(ACEFYLLINE) DIPHENHYDRAMINE"	"MEDICAMENTS ATROPINIQUES"
"DI(ACEFYLLINE) DIPHENHYDRAMINE"	"MEDICAMENTS SEDATIFS"
"DIAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"DIAZEPAM"	"MEDICAMENTS SEDATIFS"
"DIBEKACINE"	"AMINOSIDES"
"DIBEKACINE"	"MEDICAMENTS NEPHROTOXIQUES"
"DICLOFENAC"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"DICLOFENAC"	"HYPERKALIEMIANTS"
"DICLOXACILLINE"	"PENICILLINES"
"DIETHYLSTILBESTROL"	"ESTROGENES NON CONTRACEPTIFS"
"DIGITOXINE"	"BRADYCARDISANTS"
"DIGITOXINE"	"DIGITALIQUES"
"DIGOXINE"	"BRADYCARDISANTS"
"DIGOXINE"	"DIGITALIQUES"
"DIHEXYVERINE"	"MEDICAMENTS ATROPINIQUES"
"DIHYDRALAZINE"	"ANTIHYPERTENSEURS"
"DIHYDRALAZINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"DIHYDRALAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"DIHYDROCODEINE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"DIHYDROCODEINE"	"ANALGESIQUES MORPHINIQUES DE PALIER II"
"DIHYDROCODEINE"	"MEDICAMENTS SEDATIFS"
"DIHYDROCODEINE"	"MORPHINIQUES"
"DIHYDROERGOTAMINE"	"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS"
"DIHYDROERGOTAMINE"	"SUBSTRATS A RISQUE DU CYP3A4"
"DILTIAZEM"	"ANTAGONISTES DES CANAUX CALCIQUES"
"DILTIAZEM"	"ANTIARYTHMIQUES"
"DILTIAZEM"	"ANTIHYPERTENSEURS"
"DILTIAZEM"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"DILTIAZEM"	"BRADYCARDISANTS"
"DILTIAZEM"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"DIMENHYDRINATE"	"MEDICAMENTS ATROPINIQUES"
"DIMENHYDRINATE"	"MEDICAMENTS SEDATIFS"
"DINITRATE D'ISOSORBIDE"	"DERIVES NITRES ET APPARENTES"
"DIOSMECTITE"	"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET CHARBON"
"DIPHEMANIL"	"AUTRES MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"DIPHEMANIL"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"DIPHEMANIL"	"TORSADOGENES (SAUF ANTIPARASITAIRES, NEUROLEPTIQUES, METHADONE)"
"DIPHENHYDRAMINE"	"MEDICAMENTS ATROPINIQUES"
"DIPHENHYDRAMINE"	"MEDICAMENTS SEDATIFS"
"DIRITHROMYCINE"	"MACROLIDES (SAUF SPIRAMYCINE)"
"DISOPYRAMIDE"	"ANTIARYTHMIQUES"
"DISOPYRAMIDE"	"ANTIARYTHMIQUES CLASSE I (SAUF LIDOCAINE)"
"DISOPYRAMIDE"	"ANTIARYTHMIQUES CLASSE IA"
"DISOPYRAMIDE"	"BRADYCARDISANTS"
"DISOPYRAMIDE"	"MEDICAMENTS ATROPINIQUES"
"DISOPYRAMIDE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"DISULFIRAME"	"ANTABUSE (REACTION)"
"DOCETAXEL"	"CYTOTOXIQUES"
"DOFETILIDE"	"ANTIARYTHMIQUES"
"DOFETILIDE"	"AUTRES MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"DOFETILIDE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"DOFETILIDE"	"TORSADOGENES (SAUF ANTIPARASITAIRES, NEUROLEPTIQUES, METHADONE)"
"DONEPEZIL"	"ANTICHOLINESTERASIQUES"
"DONEPEZIL"	"BRADYCARDISANTS"
"DOPAMINE"	"SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)"
"DOSULEPINE"	"ANTIDEPRESSEURS IMIPRAMINIQUES"
"DOSULEPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"DOSULEPINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"DOSULEPINE"	"MEDICAMENTS ATROPINIQUES"
"DOXAZOSINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"DOXEPINE"	"ANTIDEPRESSEURS IMIPRAMINIQUES"
"DOXEPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"DOXEPINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"DOXEPINE"	"MEDICAMENTS ATROPINIQUES"
"DOXEPINE"	"MEDICAMENTS SEDATIFS"
"DOXORUBICINE"	"CYTOTOXIQUES"
"DOXYCYCLINE"	"CYCLINES"
"DOXYLAMINE"	"HYPNOTIQUES"
"DOXYLAMINE"	"MEDICAMENTS ATROPINIQUES"
"DOXYLAMINE"	"MEDICAMENTS SEDATIFS"
"DROPERIDOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"DROPERIDOL"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"DROPERIDOL"	"MEDICAMENTS SEDATIFS"
"DROPERIDOL"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"DROPERIDOL"	"NEUROLEPTIQUES"
"DROPERIDOL"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"DROPERIDOL"	"NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"DULOXETINE"	"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES"
"DYDROGESTERONE"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"EFAVIRENZ"	"INDUCTEURS ENZYMATIQUES"
"ELETRIPTAN"	"TRIPTANS"
"ELETRIPTAN"	"TRIPTANS NON METABOLISES PAR LA MAO"
"ENALAPRIL"	"ANTIHYPERTENSEURS"
"ENALAPRIL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"ENALAPRIL"	"HYPERKALIEMIANTS"
"ENALAPRIL"	"INHIBITEURS DE L'ENZYME DE CONVERSION"
"ENALAPRIL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"ENFLURANE"	"ANESTHESIQUES VOLATILS HALOGENES"
"ENOXACINE"	"FLUOROQUINOLONES"
"ENOXAPARINE"	"HEPARINES"
"ENOXAPARINE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)"
"ENOXAPARINE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)"
"ENOXAPARINE"	"HYPERKALIEMIANTS"
"ENTACAPONE"	"ANTIPARKINSONIENS DOPAMINERGIQUES"
"ENTACAPONE"	"DOPAMINERGIQUES"
"EPHEDRINE"	"SYMPATHOMIMETIQUES INDIRECTS"
"EPIRUBICINE"	"CYTOTOXIQUES"
"EPLERENONE"	"ANTIHYPERTENSEURS"
"EPLERENONE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"EPLERENONE"	"DIURETIQUES"
"EPLERENONE"	"DIURETIQUES EPARGNEURS DE POTASSIUM (SEULS OU ASSOCIES)"
"EPLERENONE"	"HYPERKALIEMIANTS"
"EPLERENONE"	"HYPONATREMIANTS"
"EPLERENONE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"EPOPROSTENOL"	"ANTIAGREGANTS PLAQUETTAIRES"
"EPROSARTAN"	"ANTAGONISTES DES RECEPTEURS DE L'ANGIOTENSINE II"
"EPROSARTAN"	"ANTIHYPERTENSEURS"
"EPROSARTAN"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"EPROSARTAN"	"HYPERKALIEMIANTS"
"EPROSARTAN"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"EPTIFIBATIDE"	"ANTIAGREGANTS PLAQUETTAIRES"
"ERGOCALCIFEROL"	"VITAMINE D"
"ERGOTAMINE"	"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS"
"ERGOTAMINE"	"SUBSTRATS A RISQUE DU CYP3A4"
"ERLOTINIB"	"INHIBITEURS DES TYROSINE KINASES"
"ERLOTINIB"	"SUBSTRATS A RISQUE DU CYP3A4"
"ERYTHROMYCINE"	"AUTRES MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"ERYTHROMYCINE"	"INHIBITEURS PUISSANTS DU CYP3A4"
"ERYTHROMYCINE"	"MACROLIDES (SAUF SPIRAMYCINE)"
"ERYTHROMYCINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"ERYTHROMYCINE"	"TORSADOGENES (SAUF ANTIPARASITAIRES, NEUROLEPTIQUES, METHADONE)"
"ESCITALOPRAM"	"HYPONATREMIANTS"
"ESCITALOPRAM"	"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"ESCITALOPRAM"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"ESMOLOL"	"BRADYCARDISANTS"
"ESOMEPRAZOLE"	"ANTISECRETOIRES INHIBITEURS DE LA POMPE A PROTONS"
"ESTAZOLAM"	"BENZODIAZEPINES ET APPARENTES"
"ESTAZOLAM"	"HYPNOTIQUES"
"ESTAZOLAM"	"MEDICAMENTS SEDATIFS"
"ESTRADIOL"	"ESTROGENES NON CONTRACEPTIFS"
"ESTRAMUSTINE"	"CYTOTOXIQUES"
"ESTRIOL"	"ESTROGENES NON CONTRACEPTIFS"
"ESTROGENES SULFOCONJUGUES EQUINS"	"ESTROGENES NON CONTRACEPTIFS"
"ESTRONE"	"ESTROGENES NON CONTRACEPTIFS"
"ETHINYLESTRADIOL"	"ESTROPROGESTATIFS CONTRACEPTIFS"
"ETHOSUXIMIDE"	"ANTICONVULSIVANTS METABOLISES"
"ETHYLMORPHINE"	"ANTITUSSIFS MORPHINIQUES VRAIS"
"ETHYLMORPHINE"	"MEDICAMENTS SEDATIFS"
"ETHYLMORPHINE"	"MORPHINIQUES"
"ETIFOXINE"	"MEDICAMENTS SEDATIFS"
"ETILEFRINE"	"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)"
"ETODOLAC"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"ETODOLAC"	"HYPERKALIEMIANTS"
"ETONOGESTREL"	"PROGESTATIFS CONTRACEPTIFS"
"ETOPOSIDE"	"CYTOTOXIQUES"
"ETRETINATE"	"RETINOIDES"
"EVEROLIMUS"	"IMMUNOSUPPRESSEURS"
"EVEROLIMUS"	"SUBSTRATS A RISQUE DU CYP3A4"
"FAMOTIDINE"	"ANTISECRETOIRES ANTIHISTAMINIQUES H2"
"FELBAMATE"	"ANTICONVULSIVANTS METABOLISES"
"FELODIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"FELODIPINE"	"ANTIHYPERTENSEURS"
"FELODIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"FELODIPINE"	"DIHYDROPYRIDINES"
"FELODIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"FENBUFENE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"FENBUFENE"	"HYPERKALIEMIANTS"
"FENOFIBRATE"	"FIBRATES"
"FENOFIBRATE"	"FIBRATES (SAUF GEMFIBROZIL)"
"FENOPROFENE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"FENOPROFENE"	"HYPERKALIEMIANTS"
"FENTANYL"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"FENTANYL"	"ANALGESIQUES MORPHINIQUES DE PALIER III"
"FENTANYL"	"MEDICAMENTS SEDATIFS"
"FENTANYL"	"MORPHINIQUES"
"FLAVOXATE"	"MEDICAMENTS ATROPINIQUES"
"FLECAINIDE"	"ANTIARYTHMIQUES"
"FLECAINIDE"	"ANTIARYTHMIQUES CLASSE I (SAUF LIDOCAINE)"
"FLEROXACINE"	"FLUOROQUINOLONES"
"FLUANISONE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"FLUANISONE"	"MEDICAMENTS SEDATIFS"
"FLUANISONE"	"NEUROLEPTIQUES"
"FLUCONAZOLE"	"ANTIFONGIQUES AZOLES"
"FLUDARABINE"	"CYTOTOXIQUES"
"FLUDIAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"FLUDIAZEPAM"	"MEDICAMENTS SEDATIFS"
"FLUDROCORTISONE"	"HYPOKALIEMIANTS"
"FLUDROCORTISONE"	"MINERALOCORTICOIDES"
"FLUINDIONE"	"ANTICOAGULANTS ORAUX"
"FLUNARIZINE"	"MEDICAMENTS ATROPINIQUES"
"FLUNARIZINE"	"MEDICAMENTS SEDATIFS"
"FLUNITRAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"FLUNITRAZEPAM"	"HYPNOTIQUES"
"FLUNITRAZEPAM"	"MEDICAMENTS SEDATIFS"
"FLUOROURACILE"	"CYTOTOXIQUES"
"FLUOROURACILE"	"FLUOROURACILE (ET, PAR EXTRAPOLATION, TEGAFUR ET CAPECITABINE)"
"FLUOXETINE"	"HYPONATREMIANTS"
"FLUOXETINE"	"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"FLUOXETINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"FLUPENTIXOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"FLUPENTIXOL"	"MEDICAMENTS SEDATIFS"
"FLUPENTIXOL"	"NEUROLEPTIQUES"
"FLUPENTIXOL"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"FLUPHENAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"FLUPHENAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"FLUPHENAZINE"	"MEDICAMENTS ATROPINIQUES"
"FLUPHENAZINE"	"MEDICAMENTS SEDATIFS"
"FLUPHENAZINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"FLUPHENAZINE"	"NEUROLEPTIQUES"
"FLUPHENAZINE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"FLUPHENAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"FLUPHENAZINE"	"NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"FLURAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"FLURAZEPAM"	"MEDICAMENTS SEDATIFS"
"FLURBIPROFENE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"FLURBIPROFENE"	"HYPERKALIEMIANTS"
"FLUTICASONE"	"CORTICOIDES INHALES"
"FLUVOXAMINE"	"HYPONATREMIANTS"
"FLUVOXAMINE"	"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"FLUVOXAMINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"FONDAPARINUX"	"HEPARINES"
"FONDAPARINUX"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)"
"FONDAPARINUX"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)"
"FONDAPARINUX"	"HYPERKALIEMIANTS"
"FOSAMPRENAVIR"	"AMPRENAVIR (ET, PAR EXTRAPOLATION, FOSAMPRENAVIR)"
"FOSAMPRENAVIR"	"INHIBITEURS DE PROTEASE"
"FOSAMPRENAVIR"	"INHIBITEURS DE PROTEASE (SAUF RITONAVIR)"
"FOSCARNET"	"MEDICAMENTS NEPHROTOXIQUES"
"FOSINOPRIL"	"ANTIHYPERTENSEURS"
"FOSINOPRIL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"FOSINOPRIL"	"HYPERKALIEMIANTS"
"FOSINOPRIL"	"INHIBITEURS DE L'ENZYME DE CONVERSION"
"FOSINOPRIL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"FOSPHENYTOINE"	"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES"
"FOSPHENYTOINE"	"ANTICONVULSIVANTS METABOLISES"
"FOSPHENYTOINE"	"INDUCTEURS ENZYMATIQUES"
"FOSPHENYTOINE"	"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)"
